index,Date,Gender,Age,ImportanceExercise,FitnessLevel,Frequency,Barriers,Activity,DoYouDo,Daytime,Unit,Diet,BarriersDiet,SelfRatingDiet,RecommendedFriend,PurchasedEquipment,Motivation
332,2019/07/05 11:19:22 AM GMT+5:30,Male,15 to 18,4,Very good,3 to 4 times a week,I don't have enough time;I can't stay motivated,Swimming;Team sport,With a friend,Early morning,30 minutes,Not always,Lack of time,4,No,No,I want to be fit;I want to achieve a sporting goal
333,2019/07/05 11:19:40 AM GMT+5:30,Female,15 to 18,4,Good,5 to 6 times a week,I don't have enough time;I can't stay motivated;I'll become too tired,Walking or jogging;Team sport,With a friend,Early morning,30 minutes,Not always,Ease of access to fast food,3,No,Yes,I want to be fit;I want to lose weight;I want to achieve a sporting goal
334,2019/07/05 11:26:30 AM GMT+5:30,Female,19 to 25,3,Unfit,1 to 2 times a week,I can't stay motivated,Zumba dance,Alone,Evening,1 hour,Not always,Ease of access to fast food;Temptation and cravings,2,No,No,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress
335,2019/07/05 11:29:02 AM GMT+5:30,Female,19 to 25,5,Very good,5 to 6 times a week,I don't have enough time,Lifting weights,With a group,Early morning,2 hours,Yes,Cost;Temptation and cravings,3,Yes,Yes,I want to relieve stress
336,2019/07/05 11:29:18 AM GMT+5:30,Female,19 to 25,3,Average,1 to 2 times a week,I'll become too tired,Walking or jogging,Alone,Early morning,30 minutes,Yes,Lack of time,3,Yes,Yes,I want to lose weight
337,2019/07/05 11:29:51 AM GMT+5:30,Female,15 to 18,2,Average,Everyday,I'll become too tired;I have an injury,Walking or jogging,Alone,Early morning,30 minutes,Not always,Temptation and cravings,3,No,No,I'm sorry ... I'm not really interested in exercising
338,2019/07/05 11:30:27 AM GMT+5:30,Male,19 to 25,5,Good,5 to 6 times a week,I exercise regularly with no barriers,Gym;Yoga,Alone,Evening,2 hours,Not always,Lack of time,4,Yes,No,I want to be fit
339,2019/07/05 11:33:39 AM GMT+5:30,Female,15 to 18,5,Good,5 to 6 times a week,I don't have enough time,Walking or jogging;Gym;Team sport,Alone,Early morning,2 hours,Not always,Temptation and cravings,3,Yes,Yes,I want to be fit;I want to increase muscle mass and strength;I want to lose weight
340,2019/07/05 11:38:03 AM GMT+5:30,Male,19 to 25,5,Very good,3 to 4 times a week,I don't have enough time,Walking or jogging;Yoga;Lifting weights,Alone,Evening,1 hour,Not always,Temptation and cravings,4,Yes,Yes,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress
341,2019/07/05 11:39:57 AM GMT+5:30,Female,19 to 25,3,Good,1 to 2 times a week,I can't stay motivated,Walking or jogging,Alone,Evening,30 minutes,Not always,Ease of access to fast food;Temptation and cravings,3,No,Yes,I want to be fit;I want to be flexible;I want to relieve stress
342,2019/07/05 11:46:21 AM GMT+5:30,Female,19 to 25,4,Good,3 to 4 times a week,I exercise regularly with no barriers,Walking or jogging,Alone,Evening,1 hour,No,Ease of access to fast food;Temptation and cravings,2,No,No,I want to lose weight;I want to be flexible
343,2019/07/05 11:47:46 AM GMT+5:30,Male,15 to 18,5,Good,Everyday,I don't have enough time,Gym,Alone,Evening,2 hours,Yes,Lack of time,4,Yes,Yes,I want to increase muscle mass and strength
344,2019/07/05 11:54:05 AM GMT+5:30,Female,15 to 18,2,Unfit,Never,I can't stay motivated;I'll become too tired;I don't really enjoy exercising,Walking or jogging;I don't really exercise,I don't really exercise,Evening,I don't really exercise,Not always,Ease of access to fast food;Temptation and cravings,3,No,Yes,I'm sorry ... I'm not really interested in exercising
345,2019/07/05 11:54:29 AM GMT+5:30,Male,15 to 18,5,Perfect,Everyday,I have an injury,Walking or jogging;Team sport,With a group,Evening,3 hours and above,Yes,I have a balanced diet,5,Yes,Yes,I want to be fit;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal
346,2019/07/05 11:55:50 AM GMT+5:30,Female,19 to 25,4,Good,Everyday,I have an injury,Gym,Alone,Evening,1 hour,Yes,I have a balanced diet,3,Yes,Yes,I want to be fit;I want to lose weight
347,2019/07/05 11:56:34 AM GMT+5:30,Female,19 to 25,4,Good,1 to 2 times a week,I don't have enough time,Walking or jogging;Gym,Alone,Evening,1 hour,Not always,Ease of access to fast food;Temptation and cravings,3,Yes,Yes,I want to be fit;I want to relieve stress
348,2019/07/05 11:56:39 AM GMT+5:30,Female,19 to 25,4,Good,1 to 2 times a week,I don't have enough time,Walking or jogging;Gym,Alone,Evening,1 hour,Not always,Ease of access to fast food;Temptation and cravings,3,Yes,Yes,I want to be fit;I want to relieve stress
349,2019/07/05 11:58:38 AM GMT+5:30,Female,40 and above,4,Average,3 to 4 times a week,I can't stay motivated,Walking or jogging;Lifting weights,Alone,Early morning,1 hour,Not always,Ease of access to fast food,3,Yes,Yes,I want to be fit;I want to lose weight;I want to relieve stress
350,2019/07/05 12:07:38 PM GMT+5:30,Male,19 to 25,3,Average,2 to 3 times a week,My friends don't come ,Team sport,With a group,Early morning,2 hours,Not always,Ease of access to fast food,3,No,No,I want to lose weight
351,2019/07/05 12:12:34 PM GMT+5:30,Male,19 to 25,2,Average,1 to 2 times a week,I don't have enough time;I'll become too tired;I don't really enjoy exercising,Walking or jogging;Swimming;Yoga;Team sport,With a friend,Early morning,30 minutes,No,Ease of access to fast food;Temptation and cravings,4,No,Yes,I want to be fit;I want to lose weight
352,2019/07/05 12:15:09 PM GMT+5:30,Male,19 to 25,5,Average,3 to 4 times a week,I have an injury,Team sport,With a group,Evening,2 hours,Not always,Temptation and cravings,3,Yes,Yes,I want to achieve a sporting goal
353,2019/07/05 12:20:57 PM GMT+5:30,Male,15 to 18,3,Average,Never,I'll become too tired,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Yes,I have a balanced diet,4,No,No,I'm sorry ... I'm not really interested in exercising
354,2019/07/05 12:22:38 PM GMT+5:30,Male,19 to 25,5,Average,1 to 2 times a week,I have an injury,Walking or jogging,Alone,Early morning,30 minutes,Not always,Lack of time,3,No,No,I want to lose weight
355,2019/07/05 12:23:30 PM GMT+5:30,Female,19 to 25,5,Very good,Everyday,I don't have enough time,Gym,With a friend,Evening,2 hours,No,Temptation and cravings,3,Yes,No,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress
356,2019/07/05 12:24:52 PM GMT+5:30,Male,19 to 25,5,Average,3 to 4 times a week,I don't have enough time,Gym,With a friend,Evening,1 hour,Yes,Ease of access to fast food,4,Yes,No,I want to be fit;I want to be flexible;I want to relieve stress
357,2019/07/05 12:27:00 PM GMT+5:30,Male,15 to 18,3,Good,Everyday,I don't have enough time;I'll become too tired,Walking or jogging;Gym;Lifting weights,Within a class environment,Early morning,2 hours,Not always,Lack of time;Ease of access to fast food;Temptation and cravings,3,No,No,I want to be fit;I want to lose weight
358,2019/07/05 12:31:38 PM GMT+5:30,Male,19 to 25,4,Good,2 to 3 times a week,I can't stay motivated,Team sport,With a group,Early morning,1 hour,Not always,Temptation and cravings,3,No,No,I want to be fit
359,2019/07/05 12:35:07 PM GMT+5:30,Male,19 to 25,4,Good,5 to 6 times a week,I exercise regularly with no barriers,Team sport,With a group,Evening,1 hour,No,Temptation and cravings,5,Yes,Yes,I want to be fit;I want to increase muscle mass and strength;I want to achieve a sporting goal
360,2019/07/05 12:38:18 PM GMT+5:30,Female,19 to 25,3,Average,5 to 6 times a week,I don't have enough time,Walking or jogging,With a group,Evening,30 minutes,Not always,Ease of access to fast food,4,No,No,Reaching class on time 😅
361,2019/07/05 12:39:55 PM GMT+5:30,Female,15 to 18,4,Good,2 to 3 times a week,I don't have enough time;I can't stay motivated;I'll become too tired,Walking or jogging;Yoga,Alone,Evening,30 minutes,Yes,I have a balanced diet,4,Yes,No,I want to be fit;I want to increase muscle mass and strength;I want to relieve stress
362,2019/07/05 12:39:57 PM GMT+5:30,Male,19 to 25,4,Good,Everyday,I don't have enough time,Walking or jogging;Gym;Lifting weights,With a friend,Evening,2 hours,No,Ease of access to fast food,3,No,Yes,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal
363,2019/07/05 12:44:59 PM GMT+5:30,Female,19 to 25,2,Good,3 to 4 times a week,I'll become too tired;I don't really enjoy exercising,Walking or jogging;Yoga;Team sport,Alone,Evening,1 hour,No,Temptation and cravings,3,No,Yes,I want to be fit;I want to lose weight;I want to relieve stress
364,2019/07/05 12:50:50 PM GMT+5:30,Male,19 to 25,5,Average,2 to 3 times a week,I can't stay motivated,Walking or jogging;Team sport,Alone,Evening,30 minutes,No,Temptation and cravings,3,Yes,Yes,Personal reasons
365,2019/07/05 12:51:41 PM GMT+5:30,Female,19 to 25,4,Average,2 to 3 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,30 minutes,No,Temptation and cravings,2,No,No,I want to lose weight
366,2019/07/05 12:56:33 PM GMT+5:30,Female,30 to 40,5,Unfit,3 to 4 times a week,I'll become too tired,Yoga,Alone,Early morning,30 minutes,Not always,Lack of time,3,Yes,No,I want to relieve stress
367,2019/07/05 12:58:46 PM GMT+5:30,Male,19 to 25,4,Good,5 to 6 times a week,I don't have enough time,Walking or jogging;Swimming;Team sport,Alone,Evening,2 hours,No,Temptation and cravings,5,Yes,No,I want to be fit;I want to lose weight;I want to achieve a sporting goal
368,2019/07/05 1:14:04 PM GMT+5:30,Female,19 to 25,3,Good,Never,I don't have enough time,Walking or jogging,I don't really exercise,Evening,I don't really exercise,Not always,Lack of time,2,Yes,No,I want to relieve stress
369,2019/07/05 1:15:09 PM GMT+5:30,Female,19 to 25,3,Average,Never,I don't really enjoy exercising,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Temptation and cravings,3,Yes,Yes,I want to lose weight
370,2019/07/05 1:16:19 PM GMT+5:30,Female,15 to 18,4,Good,1 to 2 times a week,I have an injury,Walking or jogging,Alone,Early morning,30 minutes,Not always,Temptation and cravings,3,Yes,No,I want to be fit
371,2019/07/05 1:16:31 PM GMT+5:30,Female,15 to 18,3,Unfit,Never,I don't have enough time,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Not always,Lack of time,1,No,No,I'm sorry ... I'm not really interested in exercising
372,2019/07/05 1:20:37 PM GMT+5:30,Male,19 to 25,4,Good,3 to 4 times a week,I don't have enough time,Walking or jogging;Team sport,With a group,Early morning,30 minutes,Not always,Temptation and cravings,3,Yes,Yes,I want to be fit
373,2019/07/05 1:20:40 PM GMT+5:30,Female,19 to 25,3,Good,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Evening,1 hour,No,Temptation and cravings,3,No,No,I want to lose weight;I want to be flexible
374,2019/07/05 1:21:17 PM GMT+5:30,Male,30 to 40,4,Average,2 to 3 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,30 minutes,Not always,Cost,3,Yes,No,I want to be fit;I want to be flexible;I want to relieve stress
375,2019/07/05 1:21:35 PM GMT+5:30,Male,40 and above,5,Average,2 to 3 times a week,I don't really enjoy exercising,Walking or jogging;Yoga,Alone,Early morning,1 hour,No,Temptation and cravings,4,No,No,I want to be fit;I want to lose weight
376,2019/07/05 1:22:15 PM GMT+5:30,Male,19 to 25,2,Average,Never,I don't really enjoy exercising,I don't really exercise,I don't really exercise,Evening,I don't really exercise,Not always,i don't have a proper diet,5,No,Yes,I want to be fit;I'm sorry ... I'm not really interested in exercising
377,2019/07/05 1:23:44 PM GMT+5:30,Female,26 to 30,3,Average,1 to 2 times a week,I can't stay motivated,Walking or jogging,Alone,Early morning,I don't really exercise,Not always,Temptation and cravings,3,No,No,I want to lose weight
378,2019/07/05 1:27:22 PM GMT+5:30,Male,19 to 25,4,Good,3 to 4 times a week,I don't have enough time,Walking or jogging;Lifting weights,Alone,Early morning,30 minutes,No,Ease of access to fast food;Temptation and cravings,4,Yes,Yes,I want to be fit;I want to increase muscle mass and strength;I want to relieve stress
379,2019/07/05 1:28:04 PM GMT+5:30,Male,19 to 25,5,Average,Never,I don't have enough time,Walking or jogging,I don't really exercise,Early morning,I don't really exercise,Not always,Lack of time,3,No,No,I want to be fit
380,2019/07/05 1:28:18 PM GMT+5:30,Male,19 to 25,3,Good,Never,I don't have enough time,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Yes,I have a balanced diet,4,No,No,I want to increase muscle mass and strength
381,2019/07/05 1:32:18 PM GMT+5:30,Female,15 to 18,4,Average,3 to 4 times a week,I don't have enough time;I can't stay motivated;I don't really enjoy exercising,Walking or jogging;Gym,Alone,Early morning,1 hour,No,Cost;Ease of access to fast food;Temptation and cravings,3,No,No,I want to lose weight
382,2019/07/05 1:32:34 PM GMT+5:30,Male,30 to 40,4,Good,5 to 6 times a week,I exercise regularly with no barriers,Walking or jogging,Alone,Early morning,1 hour,Not always,Temptation and cravings,4,Yes,Yes,I want to be fit;I want to lose weight;I want to be flexible
383,2019/07/05 1:33:24 PM GMT+5:30,Female,19 to 25,3,Good,2 to 3 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,I don't really exercise,No,Lack of time,3,No,No,I want to relieve stress
384,2019/07/05 1:33:29 PM GMT+5:30,Male,19 to 25,3,Good,1 to 2 times a week,I don't have enough time,Gym,With a friend,Evening,2 hours,Not always,Lack of time;Ease of access to fast food,3,Yes,No,I want to be fit
385,2019/07/05 1:35:59 PM GMT+5:30,Female,19 to 25,3,Good,3 to 4 times a week,I don't have enough time,Walking or jogging;Team sport,Alone,Evening,1 hour,Yes,I have a balanced diet,5,Yes,No,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress
386,2019/07/05 1:36:32 PM GMT+5:30,Female,26 to 30,5,Unfit,Never,I don't have enough time,I don't really exercise,Alone,Early morning,I don't really exercise,Not always,Lack of time,2,No,No,I want to be fit
387,2019/07/05 1:38:48 PM GMT+5:30,Male,19 to 25,3,Good,1 to 2 times a week,I can't stay motivated,Walking or jogging,Alone,Evening,1 hour,No,Temptation and cravings,4,Yes,No,I want to relieve stress
388,2019/07/05 1:40:04 PM GMT+5:30,Female,19 to 25,5,Average,1 to 2 times a week,I can't stay motivated;Laziness mostly ,Walking or jogging;Swimming;Yoga,Alone,Early morning,2 hours,Not always,Temptation and cravings,4,Yes,No,I want to be fit;I want to lose weight;I want to relieve stress;I want to achieve a sporting goal
389,2019/07/05 1:40:30 PM GMT+5:30,Male,19 to 25,5,Good,1 to 2 times a week,I don't have enough time;I can't stay motivated,Gym;Team sport,Alone,Early morning,30 minutes,No,Cost;Ease of access to fast food,4,Yes,Yes,I want to be fit;I want to be flexible;I want to relieve stress
390,2019/07/05 1:41:49 PM GMT+5:30,Male,19 to 25,5,Good,Everyday,I don't have enough time,Walking or jogging;Gym;Lifting weights,Alone,Evening,2 hours,Yes,Ease of access to fast food;Temptation and cravings,5,Yes,Yes,I want to be fit;I want to increase muscle mass and strength
391,2019/07/05 1:44:00 PM GMT+5:30,Male,15 to 18,5,Good,Everyday,I exercise regularly with no barriers,Walking or jogging;Gym;Lifting weights,Alone,Early morning,2 hours,Not always,Temptation and cravings,3,Yes,No,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal
392,2019/07/05 1:44:05 PM GMT+5:30,Female,19 to 25,4,Good,2 to 3 times a week,I can't stay motivated;I'll become too tired;I don't really enjoy exercising,Walking or jogging,Alone,Early morning,30 minutes,Not always,Temptation and cravings,4,Yes,No,I want to be fit;I want to lose weight;I want to be flexible
393,2019/07/05 1:48:16 PM GMT+5:30,Male,19 to 25,3,Unfit,Never,I can't stay motivated,Walking or jogging,I don't really exercise,Early morning,I don't really exercise,No,Ease of access to fast food,2,No,No,I want to be fit
394,2019/07/05 1:49:22 PM GMT+5:30,Female,19 to 25,1,Good,Never,I don't really enjoy exercising,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Yes,I have a balanced diet,3,No,No,I want to be fit
395,2019/07/05 1:54:01 PM GMT+5:30,Male,40 and above,3,Good,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,1 hour,Not always,Lack of time,3,Yes,No,I want to be fit;I want to lose weight
396,2019/07/05 2:00:08 PM GMT+5:30,Female,30 to 40,4,Good,Never,I don't have enough time,I don't really exercise,I don't really exercise,Evening,I don't really exercise,Yes,I have a balanced diet,3,No,No,Not doing exercise
397,2019/07/05 2:00:55 PM GMT+5:30,Male,19 to 25,3,Average,1 to 2 times a week,I don't have enough time;I can't stay motivated,Walking or jogging,Alone,Early morning,30 minutes,No,Ease of access to fast food,3,No,No,I want to lose weight;I want to relieve stress
398,2019/07/05 2:02:07 PM GMT+5:30,Female,19 to 25,4,Good,Everyday,I don't have enough time,Team sport,With a group,Evening,1 hour,No,Lack of time,3,No,No,I want to relieve stress
399,2019/07/05 2:08:37 PM GMT+5:30,Male,19 to 25,4,Average,1 to 2 times a week,I can't stay motivated;I'll become too tired;I have an injury,Walking or jogging;Lifting weights,With a friend,Early morning,1 hour,Not always,Ease of access to fast food,3,No,No,I want to be fit;I want to increase muscle mass and strength;I want to be flexible;I want to relieve stress
400,2019/07/05 2:08:51 PM GMT+5:30,Female,19 to 25,4,Good,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,30 minutes,Not always,Temptation and cravings,3,No,No,I want to be fit;I want to lose weight;I want to be flexible
401,2019/07/05 2:10:29 PM GMT+5:30,Male,19 to 25,4,Good,5 to 6 times a week,I exercise regularly with no barriers,Walking or jogging;Zumba dance,With a friend,Evening,2 hours,Not always,Temptation and cravings,4,Yes,No,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to be flexible;I want to relieve stress
402,2019/07/05 2:17:00 PM GMT+5:30,Female,19 to 25,4,Good,1 to 2 times a week,I can't stay motivated,Walking or jogging,With a group,Evening,30 minutes,Yes,I have a balanced diet,4,Yes,Yes,I want to be fit
403,2019/07/05 2:27:36 PM GMT+5:30,Male,19 to 25,5,Good,Everyday,I don't have enough time,Gym;Team sport,With a friend,Evening,2 hours,Not always,Temptation and cravings,4,Yes,Yes,I want to be fit
404,2019/07/05 2:28:27 PM GMT+5:30,Male,19 to 25,3,Good,1 to 2 times a week,I don't have enough time,I don't really exercise,Alone,Early morning,1 hour,Yes,Lack of time,3,No,No,I want to increase muscle mass and strength;I want to lose weight;I want to be flexible
405,2019/07/05 2:30:34 PM GMT+5:30,Female,19 to 25,5,Good,2 to 3 times a week,I don't have enough time,Walking or jogging;Yoga,Alone,Evening,30 minutes,Not always,Ease of access to fast food,4,Yes,No,I want to be fit;I want to be flexible
406,2019/07/05 2:34:03 PM GMT+5:30,Female,40 and above,3,Average,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Evening,30 minutes,No,Cost,3,No,No,I want to relieve stress
407,2019/07/05 2:38:20 PM GMT+5:30,Male,19 to 25,4,Good,5 to 6 times a week,I exercise regularly with no barriers,Walking or jogging,With a friend,Early morning,1 hour,Not always,Cost,3,No,Yes,I want to be fit;I want to lose weight
408,2019/07/05 2:38:23 PM GMT+5:30,Male,19 to 25,5,Average,Never,I don't have enough time;I can't stay motivated,I don't really exercise,With a friend,Early morning,2 hours,Not always,Lack of time;Temptation and cravings,3,Yes,Yes,I want to be fit
409,2019/07/05 2:38:40 PM GMT+5:30,Male,19 to 25,4,Good,2 to 3 times a week,I can't stay motivated;I have an injury,Walking or jogging;Gym;Lifting weights;Team sport,With a group,Evening,1 hour,Not always,Ease of access to fast food;Temptation and cravings,3,Yes,No,I want to be fit;I want to increase muscle mass and strength
410,2019/07/05 2:38:53 PM GMT+5:30,Female,19 to 25,3,Unfit,Never,I don't have enough time;I can't stay motivated;I'll become too tired,Walking or jogging;Gym;Yoga;Zumba dance,Alone,Evening,30 minutes,No,Lack of time;Cost;Ease of access to fast food;Temptation and cravings,3,Yes,No,I want to be fit;I want to increase muscle mass and strength;I want to relieve stress;I want to achieve a sporting goal
411,2019/07/05 2:40:08 PM GMT+5:30,Male,19 to 25,5,Good,Everyday,I exercise regularly with no barriers,Walking or jogging,Alone,Early morning,30 minutes,Yes,Temptation and cravings,3,No,No,I want to be fit
412,2019/07/05 2:46:19 PM GMT+5:30,Male,19 to 25,4,Average,Never,I don't have enough time,Walking or jogging;I don't really exercise,I don't really exercise,Evening,I don't really exercise,Not always,Lack of time;Cost,3,Yes,Yes,I want to be fit;I want to be flexible;I want to relieve stress
413,2019/07/05 2:47:55 PM GMT+5:30,Female,15 to 18,2,Good,Never,I don't really enjoy exercising,I don't really exercise,I don't really exercise,Early morning,30 minutes,No,Temptation and cravings,3,No,No,I'm sorry ... I'm not really interested in exercising
414,2019/07/05 2:48:05 PM GMT+5:30,Female,19 to 25,4,Average,2 to 3 times a week,I'll become too tired,Walking or jogging,Alone,Evening,30 minutes,Not always,Ease of access to fast food,4,Yes,No,I want to be fit
415,2019/07/05 3:00:36 PM GMT+5:30,Male,19 to 25,3,Good,Never,I don't have enough time,I don't really exercise,With a friend,Evening,1 hour,Not always,I have a balanced diet,5,Yes,No,I want to be fit
416,2019/07/05 3:12:04 PM GMT+5:30,Male,19 to 25,5,Perfect,3 to 4 times a week,I exercise regularly with no barriers,Gym,Alone,Evening,2 hours,Yes,I have a balanced diet,4,Yes,No,I want to be fit;I want to increase muscle mass and strength
417,2019/07/05 3:16:04 PM GMT+5:30,Male,19 to 25,5,Very good,Everyday,I exercise regularly with no barriers,Team sport,Alone,Evening,30 minutes,Not always,Lack of time,3,Yes,Yes,I want to be fit
418,2019/07/05 3:34:38 PM GMT+5:30,Female,19 to 25,5,Unfit,Never,I can't stay motivated;I'll become too tired,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,No,Ease of access to fast food;Temptation and cravings,1,Yes,No,I want to be fit;I want to be flexible;I want to relieve stress
419,2019/07/05 3:39:36 PM GMT+5:30,Male,19 to 25,4,Unfit,5 to 6 times a week,I don't have enough time;I'll become too tired,Gym;Team sport,With a group,Evening,1 hour,Yes,I have a balanced diet,2,Yes,Yes,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to relieve stress;I want to achieve a sporting goal
420,2019/07/05 3:40:17 PM GMT+5:30,Female,26 to 30,5,Unfit,Never,I don't have enough time;I'll become too tired,Walking or jogging;Gym;Zumba dance,I don't really exercise,Early morning,I don't really exercise,Not always,Lack of time;Temptation and cravings,2,Yes,No,I want to be fit;I want to lose weight
421,2019/07/05 3:47:29 PM GMT+5:30,Male,19 to 25,4,Unfit,Never,I can't stay motivated,Walking or jogging;Gym;Swimming,Alone,Early morning,2 hours,Not always,Cost;Ease of access to fast food,2,Yes,No,I want to be fit;I want to lose weight;I want to be flexible
422,2019/07/05 3:48:32 PM GMT+5:30,Male,19 to 25,4,Average,5 to 6 times a week,I can't stay motivated;I exercise regularly with no barriers,Swimming;Team sport,With a friend,Early morning,3 hours and above,No,Lack of time,3,Yes,Yes,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress
423,2019/07/05 4:35:13 PM GMT+5:30,Male,15 to 18,5,Good,Never,I don't have enough time,Walking or jogging,Alone,Early morning,30 minutes,Not always,I have a balanced diet,5,No,Yes,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress
424,2019/07/05 4:38:53 PM GMT+5:30,Female,15 to 18,3,Very good,1 to 2 times a week,I don't really enjoy exercising,Walking or jogging,With a friend,Early morning,30 minutes,Yes,Cost,3,Yes,No,I want to be fit
425,2019/07/05 4:53:28 PM GMT+5:30,Male,19 to 25,5,Unfit,Never,I don't have enough time;I can't stay motivated,Walking or jogging;Gym,With a friend,Evening,2 hours,Not always,Cost,3,No,No,I want to be fit;I want to relieve stress
426,2019/07/05 5:11:31 PM GMT+5:30,Female,15 to 18,3,Average,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,1 hour,Not always,Ease of access to fast food,4,Yes,No,I want to be fit;I want to lose weight;I want to relieve stress;I want to achieve a sporting goal
427,2019/07/05 5:17:10 PM GMT+5:30,Male,15 to 18,4,Average,Never,I don't have enough time;I'll become too tired;I have an injury,Swimming;Yoga,Alone,Early morning,1 hour,Yes,I have a balanced diet,3,Yes,No,I want to be fit;I want to increase muscle mass and strength;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal
428,2019/07/05 5:23:14 PM GMT+5:30,Female,15 to 18,4,Good,1 to 2 times a week,I don't have enough time,Walking or jogging,With a group,Evening,1 hour,No,Ease of access to fast food;Temptation and cravings,3,Yes,No,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress
429,2019/07/05 5:29:29 PM GMT+5:30,Female,30 to 40,5,Good,1 to 2 times a week,I don't have enough time,Walking or jogging,Alone,Early morning,1 hour,Yes,I have a balanced diet,5,Yes,No,I want to be fit
430,2019/07/05 5:32:15 PM GMT+5:30,Female,19 to 25,2,Average,Never,I don't really enjoy exercising,I don't really exercise,I don't really exercise,Early morning,I don't really exercise,Yes,I have a balanced diet,4,No,No,I'm sorry ... I'm not really interested in exercising
431,2019/07/05 5:45:22 PM GMT+5:30,Male,19 to 25,5,Very good,5 to 6 times a week,I exercise regularly with no barriers,Team sport,With a group,Evening,1 hour,Not always,Ease of access to fast food;Temptation and cravings,3,No,Yes,I want to be fit;I want to increase muscle mass and strength
432,2019/07/05 6:01:48 PM GMT+5:30,Female,15 to 18,3,Good,Never,I can't stay motivated,Walking or jogging,With a friend,Early morning,I don't really exercise,Not always,Temptation and cravings,3,No,Yes,I want to increase muscle mass and strength
433,2019/07/05 6:13:38 PM GMT+5:30,Male,15 to 18,4,Good,2 to 3 times a week,I don't have enough time;I can't stay motivated;I'll become too tired,Gym,With a friend,Evening,2 hours,No,Ease of access to fast food;Temptation and cravings,3,Yes,Yes,I want to be fit;I want to increase muscle mass and strength
434,2019/07/05 6:19:17 PM GMT+5:30,Female,15 to 18,3,Average,Never,I can't stay motivated,Yoga,Alone,Early morning,I don't really exercise,Not always,Temptation and cravings,3,Yes,No,I'm sorry ... I'm not really interested in exercising
435,2019/07/05 6:20:51 PM GMT+5:30,Female,19 to 25,3,Average,Never,I don't have enough time;I can't stay motivated,Zumba dance,Within a class environment,Evening,I don't really exercise,Yes,I have a balanced diet,3,No,Yes,I want to be fit;I want to be flexible
436,2019/07/05 6:22:27 PM GMT+5:30,Male,15 to 18,3,Good,2 to 3 times a week,I don't have enough time,Team sport,Alone,Evening,1 hour,Yes,Ease of access to fast food;Temptation and cravings,3,No,No,I want to be fit;I want to increase muscle mass and strength;I want to achieve a sporting goal
437,2019/07/05 6:29:48 PM GMT+5:30,Male,40 and above,4,Average,2 to 3 times a week,I don't have enough time;I can't stay motivated;I'll become too tired,Walking or jogging,Alone,Early morning,30 minutes,Yes,Lack of time,3,Yes,No,I want to be fit;I want to relieve stress
438,2019/07/05 6:33:01 PM GMT+5:30,Male,40 and above,2,Average,Never,I don't really enjoy exercising,I don't really exercise,I don't really exercise,Evening,I don't really exercise,Yes,I have a balanced diet,3,No,Yes,I want to lose weight
439,2019/07/05 6:34:44 PM GMT+5:30,Male,40 and above,3,Average,2 to 3 times a week,I can't stay motivated;I have an injury,Walking or jogging;Swimming,Alone,Evening,30 minutes,Yes,I have a balanced diet,3,No,No,I want to lose weight
440,2019/07/05 6:36:37 PM GMT+5:30,Female,15 to 18,3,Average,1 to 2 times a week,I can't stay motivated;I'll become too tired,Walking or jogging;Yoga,With a friend,Evening,30 minutes,Not always,Ease of access to fast food;Temptation and cravings,3,Yes,Yes,I want to be fit;I want to lose weight;I want to be flexible
441,2019/07/05 6:54:20 PM GMT+5:30,Female,26 to 30,5,Average,1 to 2 times a week,I'll become too tired,Walking or jogging;Zumba dance,Within a class environment,Evening,1 hour,No,Temptation and cravings,3,Yes,No,I want to be fit;I want to lose weight
